brand,make,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive,age,country
Mazda,CX_7,7500,197000,M,4/5,0,127,2184.0,diesel,0,VAR,4,0,SUV,5,4x4,11,Asian
Opel,Astra,5750,185000,M,4/5,0,81,1686.0,diesel,0,GR,4,0,HB,5,F,10,German
VW,Passat,5390,180657,M,4/5,0,103,1968.0,diesel,1,GR,3,0,SW,4,F,11,German
VW,Polo,2100,149000,M,4/5,0,55,1390.0,petrol,1,VAR,3,0,SDN,1,F,17,German
VW,Bora,3350,192613,M,4/5,0,96,1896.0,diesel,0,GR,2,0,SDN,4,F,15,German
Peugeot,206,1400,198000,M,2/3,0,100,1587.0,petrol,0,GR,4,0,CBR,3,F,19,French
Škoda,Octavia,7500,320000,M,4/5,0,81,1968.0,diesel,1,GR,2,0,SDN,4,F,9,EU
Ford,Fiesta,1600,128000,M,2/3,0,55,1248.0,petrol,1,VAR,2,0,HB,4,F,15,USA
Ford,Focus,3950,152036,M,4/5,0,60,1560.0,diesel,1,GR,4,0,SW,4,F,11,USA
Opel,Insignia,6650,164233,M,4/5,0,96,1956.0,diesel,1,GR,4,0,SDN,5,F,11,German
Peugeot,207,2899,150000,M,4/5,1,65,1360.0,petrol,0,VAR,2,0,HB,4,F,14,French
Hyundai,Santa Fe,4750,156000,M,4/5,0,85,1997.0,diesel,0,BL,1,0,SUV,3,4x4,18,Asian
Audi,A5,17799,156109,A,4/5,0,129,1968.0,diesel,1,BL,4,0,SDN,5,4x4,7,German
VW,Golf 5,4850,195000,M,2/3,0,77,1896.0,diesel,1,BL,4,0,HB,5,F,12,German
Mercedes,GLK 200,16950,130071,A,4/5,0,105,2143.0,diesel,1,GR,4,0,SUV,5,B,6,German
Chevrolet,Spark,2330,152000,M,4/5,1,60,1206.0,petrol,0,VAR,4,0,SM,5,F,9,USA
Fiat,Punto,5500,129700,M,4/5,0,57,1368.0,petrol,0,VAR,3,0,HB,5,F,7,Italian
Ford,Mondeo,11500,151500,A,4/5,0,103,1997.0,diesel,0,VAR,4,0,SW,5,F,7,USA
Hyundai,Tucson,5950,178004,M,4/5,0,103,1991.0,diesel,0,GR,4,0,SUV,4,F,12,Asian
Peugeot,308,4890,179000,M,4/5,0,68,1560.0,diesel,1,WH,2,0,SW,5,F,7,French
Opel,Astra,790,200000,M,4/5,0,55,1700.0,diesel,0,VAR,0,0,SW,3,F,24,German
Opel,Mokka,10380,83500,M,4/5,1,100,1598.0,diesel,1,WH,4,0,SUV,6,4x4,5,German
VW,Touran,2750,186000,M,4/5,0,110,1997.0,petrol,0,BL,4,0,VAN,4,F,14,German
BMW,320,3250,185670,M,4/5,0,110,1995.0,diesel,1,GR,4,0,SDN,4,B,16,German
VW,Fox,1999,165000,M,2/3,0,51,1398.0,diesel,0,VAR,3,0,HB,4,F,15,German
Fiat,Punto,1500,179000,M,4/5,0,44,1200.0,petrol,0,VAR,2,0,HB,4,F,16,Italian
Mazda,2,3499,176000,M,4/5,0,50,1398.0,diesel,1,VAR,3,0,HB,4,F,12,Asian
Mitsubishi,Colt,2480,127000,M,4/5,0,55,1124.0,petrol,0,VAR,2,0,HB,4,F,14,Asian
Citroen,C4 Picasso,3850,167000,M,4/5,0,80,1560.0,diesel,0,BL,4,0,SDN,4,F,13,French
Fiat,Croma,3640,91500,M,4/5,1,108,2198.0,petrol,1,VAR,4,0,SW,4,F,15,Italian
Mercedes,A 170,1300,246000,M,4/5,0,70,1689.0,diesel,1,VAR,2,0,HB,3,F,18,German
Opel,Zafira,4670,147000,M,4/5,1,92,1680.0,diesel,0,GR,4,0,VAN,3,F,9,German
Peugeot,306,950,203346,M,4/5,0,51,1868.0,diesel,1,WH,2,0,HB,3,F,19,French
Škoda,Fabia,1300,200000,M,4/5,0,47,1200.0,petrol,0,VAR,1,0,SW,3,F,17,EU
Ford,Focus,1899,96000,M,2/3,0,59,1399.0,petrol,0,VAR,1,0,HB,4,F,15,USA
Škoda,Yeti,5510,221000,M,4/5,1,103,1968.0,diesel,1,GR,2,0,VAN,5,4x4,11,EU
Citroen,Berlingo,2250,186000,M,4/5,0,55,1390.0,petrol,1,VAR,2,0,VAN,4,F,17,French
Renault,Megane,1150,244000,M,4/5,0,60,1461.0,diesel,1,WH,4,0,HB,3,F,17,French
VW,Polo,1599,106000,M,4/5,0,40,1398.0,petrol,0,VAR,3,0,HB,4,F,19,German
VW,Touareg,6500,267037,A,4/5,0,130,2496.0,diesel,0,GR,4,0,SUV,4,4x4,15,German
Fiat,Grande Punto,2600,213000,M,4/5,0,55,1248.0,diesel,1,VAR,2,0,HB,4,F,14,Italian
Opel,Astra,2950,179000,M,4/5,0,66,1398.0,petrol,1,VAR,2,0,HB,4,F,14,German
Ford,Fiesta,1999,167000,M,2/3,0,66,1598.0,diesel,1,VAR,2,0,HB,4,F,14,USA
Renault,Clio,1400,180000,M,4/5,0,60,1461.0,diesel,1,VAR,2,0,HB,4,F,15,French
Audi,A4,2999,220000,M,4/5,0,75,1598.0,LPG,1,BL,4,0,SDN,4,F,17,German
Audi,A3,4300,178448,M,4/5,0,85,1598.0,petrol,1,BL,4,0,HB,4,F,14,German
Fiat,Croma,3090,91000,M,4/5,1,108,2198.0,petrol,0,GR,4,0,SW,4,F,13,Italian
Opel,Mokka,11240,74000,M,4/5,1,96,1686.0,diesel,0,BL,4,0,SUV,5,4x4,6,German
Seat,Ibiza,1480,260000,M,4/5,0,55,1390.0,diesel,0,VAR,4,0,HB,4,F,16,EU
Opel,Zafira,7520,168813,M,4/5,1,121,1956.0,diesel,0,GR,4,0,VAN,5,F,7,German
Škoda,Octavia,7000,219000,A,4/5,1,125,1968.0,diesel,1,GR,4,0,SW,5,F,9,EU
Seat,Altea XL,4999,145000,M,4/5,0,77,1598.0,diesel,1,GR,4,0,VAN,5,F,10,EU
Škoda,Octavia,11120,112120,M,4/5,1,81,1598.0,diesel,1,BL,2,0,SW,6,4x4,4,EU
Ford,Fusion,2290,133000,M,4/5,0,55,1399.0,diesel,0,VAR,2,0,HB,4,F,16,USA
Opel,Vectra,3800,227010,M,4/5,0,88,1910.0,diesel,0,GR,4,0,SDN,4,F,14,German
VW,Touareg,6500,267037,A,4/5,0,130,2496.0,diesel,0,GR,4,0,SUV,4,4x4,15,German
BMW,316,750,345000,M,4/5,0,74,1596.0,LPG,1,VAR,0,0,SDN,2,B,28,German
Škoda,Octavia,9250,102000,A,4/5,1,77,1598.0,diesel,1,BL,4,0,SDN,5,F,5,EU
Opel,Astra,2100,175000,M,4/5,0,75,1686.0,diesel,0,VAR,2,0,SW,3,F,16,German
Fiat,Croma,2800,145000,M,4/5,1,108,2196.0,petrol,0,BL,4,0,SW,4,F,14,Italian
Renault,Megane,11120,133143,A,4/5,1,81,1461.0,diesel,1,WH,4,0,SW,6,F,3,French
Peugeot,3008,6300,207000,M,4/5,0,110,1997.0,diesel,0,BL,4,0,HB,5,F,10,French
Suzuki,Alto,2780,178900,M,4/5,0,50,996.0,petrol,0,VAR,0,0,HB,5,F,11,Asian
Citroen,C4 Grand Picasso,3600,193470,A,4/5,0,100,1997.0,diesel,0,GR,4,0,VAN,4,F,13,French
Peugeot,308,7990,142003,M,4/5,0,88,1560.0,diesel,1,VAR,4,0,HB,6,F,5,French
Fiat,500L,7500,110000,M,4/5,0,62,1300.0,diesel,0,VAR,2,0,HB,5,F,7,Italian
Fiat,Punto,1780,280000,M,4/5,1,51,1242.0,petrol,1,GR,4,0,SM,5,F,9,Italian
Mercedes,A 170,2190,180000,M,4/5,0,70,1689.0,diesel,0,VAR,4,0,HB,3,F,17,German
Renault,Clio,2499,180237,M,2/3,0,50,1461.0,diesel,0,BL,4,0,HB,4,F,14,French
Land Rover,Range Rover Sport,8500,225000,A,4/5,0,140,2698.0,diesel,0,BL,4,0,SUV,4,4x4,15,Other
Fiat,Grande Punto,2999,150258,M,4/5,0,57,1368.0,petrol,0,VAR,2,0,HB,4,F,11,Italian
Opel,GT,15500,5395,M,2/3,0,195,1998.0,petrol,1,VAR,4,0,CBR,4,B,12,German
Land Rover,Freelander,7900,149000,M,4/5,0,110,2198.0,diesel,0,WH,3,0,SUV,5,4x4,9,Other
Renault,Scenic,1749,117000,M,4/5,0,88,1870.0,diesel,0,VAR,4,0,HB,4,F,16,French
Lada,Niva,1499,133553,M,2/3,0,59,1689.0,LPG,0,WH,0,0,SUV,4,4x4,19,YuSSR
Opel,Astra,2899,177415,M,4/5,0,77,1598.0,petrol,0,GR,2,0,SW,4,F,15,German
VW,Polo,3499,155153,M,4/5,0,44,1198.0,petrol,1,VAR,2,0,HB,4,F,12,German
Audi,A7,18500,110500,A,4/5,0,220,2995.0,petrol,0,GR,4,0,HB,5,4x4,9,German
Citroen,C3 Picasso,4899,180144,M,4/5,0,68,1560.0,diesel,0,WH,4,0,VAN,4,F,8,French
Peugeot,Bipper,4399,170302,M,4/5,0,50,1390.0,diesel,0,VAR,2,0,VAN,4,F,10,French
Citroen,Berlingo,4199,189696,M,4/5,0,66,1560.0,diesel,1,GR,4,0,VAN,4,F,12,French
Ford,Focus,3299,237964,M,4/5,0,80,1560.0,diesel,0,WH,3,0,SDN,4,F,12,USA
VW,Caddy,7499,185217,M,6/7,0,75,1598.0,diesel,0,GR,4,0,VAN,5,F,9,German
Renault,Clio,1450,186890,M,2/3,0,48,1461.0,diesel,1,WH,2,0,HB,4,F,15,French
Renault,Scenic,4899,187505,M,4/5,0,78,1461.0,diesel,1,GR,4,0,VAN,4,F,10,French
Ford,Fiesta,2999,157459,M,4/5,0,51,1299.0,petrol,0,GR,2,0,HB,4,F,12,USA
Renault,Clio,4199,135985,M,4/5,0,55,1149.0,petrol,0,GR,2,0,HB,4,F,10,French
Renault,Kangoo,2899,160117,M,4/5,0,62,1461.0,diesel,1,GR,2,0,VAN,4,F,14,French
Peugeot,207,3399,132068,M,4/5,0,70,1397.0,petrol,0,GR,2,0,HB,4,F,12,French
Jeep,Grand Cherokee,14900,175500,A,4/5,0,177,2998.0,diesel,0,VAR,4,0,SUV,5,4x4,9,Other
Ford,Galaxy,5599,226432,M,4/5,0,85,1997.0,diesel,0,GR,4,0,VAN,4,F,12,USA
Opel,Corsa,1099,133439,M,2/3,0,43,973.0,petrol,0,BL,0,0,HB,4,F,18,German
Volvo,S80,7900,104500,A,4/5,0,136,2400.0,diesel,0,GR,4,0,SDN,4,F,13,Other
Renault,Scenic,5890,169800,M,4/5,0,81,1461.0,diesel,0,BL,4,0,VAN,5,F,8,French
Renault,Scenic,2300,163000,M,4/5,0,98,1997.0,petrol,0,VAR,4,0,VAN,4,F,12,French
Renault,Clio,3499,110525,M,4/5,0,55,1149.0,petrol,1,BL,2,0,HB,4,F,12,French
VW,Passat,4799,244378,M,4/5,0,103,1968.0,diesel,0,VAR,4,0,SDN,4,F,14,German
Peugeot,508,13950,109183,M,4/5,0,110,1997.0,diesel,1,BL,4,0,SDN,6,F,5,French
Audi,A3,4699,195224,M,4/5,0,103,1968.0,diesel,0,GR,4,0,HB,4,F,14,German
Opel,Corsa,3799,164570,M,4/5,0,59,1229.0,petrol,0,VAR,2,0,HB,4,F,12,German
Citroen,C4 Grand Picasso,3799,191586,A,4/5,0,100,1997.0,diesel,0,VAR,4,0,VAN,4,F,12,French
Opel,Corsa,3799,165271,M,4/5,0,44,998.0,petrol,0,VAR,2,0,HB,4,F,11,German
Renault,Grand Modus,3399,116728,M,4/5,0,74,1149.0,petrol,1,BL,4,0,HB,4,F,12,French
Audi,A6,4900,165000,A,4/5,0,140,2698.0,diesel,0,VAR,4,0,SW,5,F,13,German
Renault,Scenic,2200,200861,M,4/5,0,83,1598.0,petrol,0,VAR,4,0,VAN,4,F,15,French
VW,Sharan,9800,275190,M,4/5,0,103,1968.0,diesel,0,GR,4,0,VAN,4,F,9,German
Mercedes,B 170,4599,199306,M,4/5,0,85,1699.0,petrol,1,VAR,4,0,HB,4,F,14,German
Audi,A3,4899,192728,M,4/5,0,103,1968.0,diesel,0,BL,4,0,HB,4,F,12,German
Lancia,Ypsilon,2150,127000,M,2/3,0,44,1242.0,petrol,1,BL,2,0,HB,4,F,14,Italian
VW,Passat,4999,272380,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SDN,4,F,14,German
Audi,A5,8900,187500,A,2/3,0,140,2698.0,diesel,0,BL,4,0,CP,5,F,12,German
Infiniti,FX,3500,153500,A,4/5,0,194,3498.0,petrol,0,VAR,4,0,SUV,4,4x4,15,Other
Fiat,Stilo,1199,188079,M,4/5,0,85,1910.0,diesel,1,GR,4,0,SW,4,F,16,Italian
VW,Touran,4399,224172,M,4/5,0,103,1390.0,petrol,0,WH,4,0,VAN,4,F,12,German
Renault,Megane,999,242205,M,4/5,0,70,1390.0,petrol,0,VAR,2,0,HB,4,F,19,French
Renault,Megane,4699,141312,M,4/5,0,78,1461.0,diesel,1,GR,2,0,HB,4,F,11,French
VW,Touran,4599,241597,M,4/5,0,77,1896.0,diesel,0,GR,2,0,VAN,4,F,13,German
Renault,Laguna,5900,135000,M,2/3,0,150,1998.0,petrol,1,VAR,4,0,CP,4,F,12,French
Citroen,C4 Grand Picasso,2799,268540,A,4/5,0,80,1560.0,diesel,0,GR,4,0,VAN,4,F,12,French
VW,Polo,2999,135277,M,4/5,0,47,1198.0,petrol,0,VAR,0,0,HB,4,F,13,German
Mercedes,B 180,4799,226086,M,4/5,0,80,1991.0,diesel,1,BL,4,0,HB,4,F,12,German
Peugeot,5008,6299,200207,A,4/5,0,80,1560.0,diesel,1,BL,4,0,VAN,4,F,10,French
BMW,518,16900,162500,A,4/5,0,110,1995.0,diesel,0,BL,4,0,SDN,6,B,5,German
VW,Golf 5,3799,188554,M,4/5,0,77,1896.0,diesel,0,GR,4,0,SW,4,F,12,German
VW,Polo,4899,101249,M,4/5,0,44,1198.0,petrol,0,VAR,2,0,HB,4,F,10,German
Dodge,Caliber,7900,140500,M,4/5,0,217,2359.0,petrol,1,BL,3,0,HB,5,F,10,USA
Opel,Astra,3299,176277,M,4/5,0,66,1364.0,petrol,0,GR,2,0,HB,4,F,16,German
BMW,320,6999,223717,A,4/5,0,130,1995.0,diesel,1,GR,4,0,SDN,4,B,12,German
Peugeot,308,4499,150199,M,4/5,0,88,1598.0,petrol,0,VAR,4,0,HB,4,F,13,French
Citroen,C5,4999,220000,M,4/5,0,80,1560.0,diesel,1,BL,4,0,SW,4,F,11,French
Renault,Modus,2499,131227,M,4/5,0,55,1149.0,petrol,1,BL,2,0,VAN,4,F,15,French
Opel,Astra,5999,160258,M,4/5,0,70,1248.0,diesel,0,GR,2,0,SW,4,F,9,German
Opel,Astra,11500,104000,M,4/5,0,81,1598.0,diesel,0,VAR,4,0,SW,6,F,4,German
VW,Touareg,7000,179000,M,4/5,0,128,2461.0,diesel,1,VAR,2,0,SUV,4,4x4,13,German
Toyota,Auris,4700,136100,M,4/5,0,71,1398.0,petrol,0,VAR,2,0,HB,4,F,12,Asian
Saab,9_3,3500,164000,M,4/5,0,110,1910.0,diesel,1,GR,4,0,SW,4,F,14,EU
Nissan,Qashqai,6550,172358,M,4/5,0,81,1461.0,diesel,1,BL,2,0,SUV,5,F,9,Asian
Citroen,C4 Picasso,2990,162000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,VAN,4,F,12,French
Audi,A4,12390,112958,M,4/5,0,120,1968.0,diesel,0,GR,4,0,SDN,5,F,8,German
Opel,Astra,1999,205000,M,2/3,0,74,1686.0,diesel,0,BL,4,0,HB,4,F,13,German
Toyota,Auris,6350,119000,M,4/5,0,73,1329.0,petrol,0,VAR,2,0,HB,1,F,9,Asian
Opel,Astra,2999,191953,M,4/5,0,66,1364.0,petrol,1,GR,2,0,HB,4,F,15,German
Renault,Espace,1550,200000,M,4/5,0,88,1870.0,diesel,0,BL,4,0,VAN,3,F,17,French
Opel,Mokka,9430,113200,M,4/5,1,100,1598.0,diesel,1,WH,4,0,SUV,6,4x4,5,German
Fiat,Bravo,6250,57500,M,4/5,1,66,1368.0,petrol,0,WH,4,0,SDN,5,F,8,Italian
VW,Passat,4650,211000,M,4/5,0,103,1968.0,diesel,0,BL,2,0,SW,4,F,13,German
Fiat,Bravo,3630,104000,M,4/5,1,110,1368.0,petrol,0,VAR,4,0,SDN,4,F,12,Italian
Renault,Clio,2999,124258,M,4/5,0,55,1149.0,petrol,1,VAR,2,0,HB,4,F,12,French
Audi,A4,5999,188915,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SDN,4,F,14,German
Ford,Galaxy,1850,243000,M,4/5,0,85,1900.0,diesel,0,BL,4,0,VAN,3,F,18,USA
Fiat,Multipla,2550,139528,M,4/5,0,76,1596.0,petrol,0,VAR,3,0,VAN,4,F,15,Italian
Audi,TT,4699,129067,M,2/3,0,132,1781.0,petrol,0,VAR,4,0,CP,4,4x4,16,German
VW,Tiguan,18450,145015,M,4/5,0,110,1968.0,diesel,0,BL,4,0,SUV,6,F,4,German
MINI,One,1999,126000,M,2/3,0,66,1598.0,petrol,1,VAR,2,0,HB,4,F,18,German
VW,Passat,5800,230000,M,4/5,0,77,1896.0,diesel,1,BL,4,0,SDN,4,F,14,German
Fiat,Bravo,2710,174000,M,4/5,1,88,1910.0,diesel,1,VAR,4,0,SDN,4,F,12,Italian
Opel,Antara,3810,145670,A,4/5,1,110,1991.0,diesel,0,GR,4,0,SUV,4,4x4,13,German
Peugeot,308,4949,178581,M,4/5,0,88,1598.0,petrol,0,VAR,4,0,HB,4,F,11,French
Opel,Astra,650,230000,M,4/5,0,55,1700.0,diesel,0,VAR,2,0,SW,3,F,19,German
Renault,Clio,2800,190000,M,4/5,0,55,1149.0,petrol,0,VAR,2,0,HB,4,F,14,French
VW,Golf 5,3990,180000,M,4/5,0,75,1600.0,petrol,0,GR,2,0,HB,4,4x4,14,German
Fiat,Punto,1800,181000,M,4/5,0,51,1242.0,diesel,0,WH,2,0,HB,4,F,16,Italian
Nissan,Almera,1150,240000,M,4/5,0,80,1753.0,petrol,0,VAR,2,0,SDN,3,F,19,Asian
Fiat,Bravo,2150,168500,M,4/5,1,110,1910.0,diesel,0,BL,4,0,SDN,4,F,12,Italian
VW,Golf 4,2000,118000,M,4/5,0,55,1399.0,petrol,1,VAR,2,0,HB,4,F,19,German
VW,Touran,2490,189000,M,4/5,0,103,1989.0,diesel,0,VAR,4,0,SUV,4,F,16,German
Opel,Zafira,3700,216000,A,4/5,0,88,1910.0,diesel,0,VAR,2,0,VAN,4,F,10,German
Toyota,RAV4,10790,150000,A,4/5,0,110,2231.0,diesel,0,WH,4,0,SUV,5,4x4,9,Asian
Mazda,6,14990,164000,M,4/5,0,110,2180.0,diesel,1,BL,4,0,SDN,5,F,6,Asian
Peugeot,3008,8999,118000,M,4/5,0,88,1560.0,diesel,0,VAR,4,0,SW,6,F,6,French
Opel,Corsa,1680,196333,M,4/5,0,55,1690.0,diesel,0,VAR,0,0,HB,3,F,18,German
Opel,Astra,2950,229532,M,4/5,0,74,1910.0,diesel,1,WH,3,0,SW,4,F,14,German
Peugeot,206,1950,168486,M,2/3,0,50,1398.0,diesel,0,VAR,3,0,HB,3,F,16,French
Renault,Scenic,1300,184000,M,4/5,0,102,2000.0,petrol,1,VAR,4,0,SDN,3,F,19,French
Nissan,Qashqai,13950,149742,M,4/5,0,96,1598.0,diesel,0,WH,4,0,SUV,6,F,3,Asian
Mercedes,C 220,6500,196000,M,4/5,0,125,2148.0,diesel,1,BL,4,0,SW,3,F,11,German
VW,Golf 7,10200,174500,M,4/5,0,77,1598.0,diesel,0,VAR,4,0,HB,5,F,6,German
Škoda,Superb,9500,226000,M,4/5,0,103,2000.0,diesel,1,BL,4,0,SDN,5,4x4,6,EU
Fiat,Bravo,2990,156000,M,4/5,1,88,1368.0,petrol,1,GR,4,0,SDN,4,F,12,Italian
Škoda,Yeti,7490,155000,A,4/5,0,81,1968.0,diesel,0,VAR,4,0,VAN,5,F,9,EU
Nissan,Qashqai,16450,164930,M,4/5,0,96,1598.0,diesel,0,BL,4,0,SUV,6,F,3,Asian
Opel,Insignia,7430,99234,M,4/5,1,81,1956.0,diesel,0,GR,4,0,SDN,5,F,10,German
Opel,Insignia,5240,131200,A,4/5,1,162,1998.0,petrol,1,WH,4,0,SDN,5,F,10,German
Seat,Leon,3690,199284,M,4/5,0,77,1896.0,diesel,1,GR,4,0,HB,4,F,13,EU
Renault,Clio,1850,295294,M,4/5,0,60,1461.0,diesel,1,GR,3,0,HB,3,F,17,French
Peugeot,307,1950,210000,M,4/5,0,66,1997.0,diesel,0,GR,4,0,SW,3,F,17,French
Opel,Astra,8100,20200,M,4/5,1,81,1398.0,petrol,1,GR,4,0,SDN,5,F,6,German
Toyota,Corolla,3050,199260,M,4/5,0,85,1995.0,diesel,1,GR,4,0,HB,4,F,16,Asian
Renault,Espace,2399,303000,A,4/5,0,110,1998.0,diesel,1,VAR,4,0,VAN,4,F,13,French
Opel,Astra,1650,201000,M,4/5,0,74,1997.0,diesel,0,VAR,2,0,HB,3,F,18,German
Peugeot,206,1750,170000,M,4/5,0,50,1400.0,diesel,1,GR,2,0,HB,3,F,16,French
Renault,Grand Scenic,7450,185185,M,4/5,0,81,1461.0,diesel,1,BL,4,0,VAN,5,F,7,French
Seat,Ibiza,1390,198500,M,2/3,0,110,1984.0,petrol,0,VAR,2,0,HB,2,F,22,EU
Renault,Scenic,1450,187000,M,4/5,0,74,1900.0,diesel,0,GR,2,0,VAN,3,F,19,French
Renault,Espace,1950,270000,M,4/5,0,88,1900.0,diesel,1,VAR,2,0,SM,3,F,16,French
Opel,Astra,3100,218000,M,4/5,0,88,1910.0,diesel,0,GR,2,0,SW,4,F,13,German
Opel,Astra,899,200000,M,4/5,0,55,1686.0,diesel,0,GR,1,0,SDN,3,F,20,German
Peugeot,307,1350,155000,M,4/5,0,80,1598.0,petrol,1,GR,0,0,HB,3,F,17,French
Audi,A3,3550,235450,M,2/3,0,103,1968.0,diesel,1,GR,4,0,HB,4,F,16,German
Peugeot,407,3450,198643,M,4/5,0,80,1560.0,diesel,1,GR,4,0,SDN,4,F,15,French
Renault,Espace,3450,189135,M,4/5,0,85,1870.0,diesel,0,GR,4,0,VAN,4,F,14,French
Honda,CR_V,10500,186398,M,4/5,0,110,2000.0,LPG,0,GR,4,0,SUV,5,4x4,9,Asian
VW,Passat,8250,214000,M,4/5,0,77,1600.0,diesel,1,VAR,4,0,SW,5,F,9,German
Audi,Q7,10500,186709,A,4/5,0,155,2967.0,diesel,1,GR,4,0,SUV,4,4x4,14,German
Seat,Leon,2050,227473,M,4/5,0,66,1900.0,diesel,0,GR,3,0,HB,3,F,19,EU
Ford,Fiesta,2750,228703,M,2/3,0,74,1596.0,petrol,1,VAR,3,0,HB,4,F,13,USA
Škoda,Octavia,1600,305000,M,4/5,0,81,1896.0,diesel,1,GR,4,0,SW,3,F,17,EU
VW,Golf 5,3550,249526,M,4/5,0,66,1390.0,petrol,1,GR,3,0,HB,4,F,16,German
Citroen,C4,3890,140880,M,4/5,0,66,1560.0,diesel,1,VAR,3,0,HB,4,F,10,French
Renault,Laguna,2250,197120,M,4/5,0,88,1900.0,diesel,1,GR,4,0,SW,4,F,14,French
Fiat,Grande Punto,2850,226311,M,2/3,0,96,1910.0,diesel,0,BL,3,0,HB,4,F,14,Italian
BMW,316,9990,180015,M,4/5,0,85,1995.0,diesel,1,GR,2,0,SDN,6,B,6,German
Volvo,XC 90,10100,217756,A,4/5,0,136,2400.0,diesel,1,GR,3,0,SUV,5,4x4,12,Other
Renault,Clio,1550,220000,M,4/5,0,60,1461.0,diesel,0,GR,2,0,HB,3,F,18,French
Audi,A6,3550,238775,M,4/5,0,120,2496.0,diesel,0,BL,4,0,SDN,4,F,16,German
Mitsubishi,Colt,2350,283557,M,4/5,0,80,1499.0,petrol,0,BL,3,0,HB,4,F,16,Asian
Opel,Vectra,1550,230000,M,4/5,0,74,1995.0,diesel,0,VAR,4,0,SDN,3,F,18,German
VW,Bora,2750,234098,M,4/5,0,74,1896.0,diesel,1,GR,4,0,SW,4,F,16,German
Hyundai,i20,3550,178800,M,4/5,0,57,1248.0,petrol,1,WH,3,0,HB,4,F,12,Asian
Ford,Escort,650,210000,M,4/5,0,54,1400.0,petrol,1,GR,0,0,SDN,3,F,23,USA
Mitsubishi,Pajero Pinin,3650,210533,M,4/5,0,95,1999.0,petrol,0,VAR,3,0,SUV,3,4x4,18,Asian
Peugeot,307,4500,199027,M,2/3,0,100,1997.0,diesel,0,BL,4,0,CBR,4,F,14,French
VW,Golf 4,2750,192000,M,4/5,0,74,1900.0,diesel,1,VAR,4,0,SDN,3,F,18,German
Opel,Vectra,3710,123000,A,4/5,1,110,1910.0,diesel,0,BL,4,0,SDN,4,F,12,German
BMW,525,4650,281132,M,4/5,0,120,2498.0,diesel,0,GR,4,0,SW,4,B,16,German
Peugeot,206,1099,193600,M,2/3,0,66,1997.0,diesel,0,BL,2,0,HB,3,F,19,French
MINI,One,3150,195850,M,2/3,0,66,1600.0,petrol,1,BL,3,0,HB,4,F,16,German
Opel,Astra,2190,187000,M,4/5,1,85,1598.0,petrol,0,GR,4,0,SDN,4,F,12,German
VW,Passat,2950,213000,M,4/5,0,96,1896.0,diesel,0,VAR,4,0,SW,3,F,15,German
Renault,Clio,4190,112139,M,4/5,0,55,1200.0,LPG,0,WH,3,0,SDN,4,F,10,French
Peugeot,407,4299,185000,M,4/5,0,103,1997.0,diesel,1,GR,4,0,SW,4,F,11,French
VW,Golf 4,2550,205000,M,4/5,0,66,1900.0,diesel,1,VAR,4,0,SW,3,F,18,German
VW,Touareg,16900,223000,A,4/5,0,180,2967.0,diesel,1,GR,4,0,SUV,5,4x4,9,German
VW,Polo,9500,110000,S,4/5,0,132,1390.0,petrol,1,WH,4,0,HB,5,F,8,German
Renault,Grand Scenic,6450,177000,M,4/5,0,96,1598.0,diesel,1,BL,4,0,VAN,6,F,8,French
VW,Passat,9550,199000,A,4/5,0,103,1968.0,diesel,0,VAR,4,0,CP,5,F,12,German
VW,Golf 3,1100,180000,M,2/3,0,47,1900.0,diesel,1,VAR,0,0,HB,2,F,26,German
MINI,Countryman,9150,109000,M,4/5,0,82,1598.0,diesel,0,BL,2,0,SUV,5,4x4,7,German
Citroen,Jumper,5800,237000,M,4/5,0,88,2198.0,diesel,0,VAR,2,0,VAN,4,F,13,French
Peugeot,207,3350,133607,M,4/5,0,70,1398.0,petrol,1,GR,2,0,HB,4,F,12,French
Opel,Zafira,4150,186000,M,4/5,0,81,1686.0,diesel,1,VAR,4,0,VAN,4,F,11,German
Peugeot,407,3850,225000,M,4/5,0,100,1997.0,diesel,0,VAR,4,0,SDN,4,F,12,French
Fiat,Grande Punto,5490,146000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,HB,5,F,5,Italian
Ford,Kuga,8900,209000,M,4/5,0,130,2000.0,diesel,1,GR,1,0,SUV,6,F,8,USA
Mercedes,A 180,10700,213000,M,4/5,0,80,1461.0,diesel,1,BL,2,0,HB,5,F,6,German
Opel,Agila,3500,129000,M,4/5,0,63,1242.0,petrol,1,VAR,2,0,VAN,4,F,12,German
Opel,Meriva,3299,193000,M,4/5,0,77,1598.0,petrol,0,VAR,4,0,VAN,4,F,12,German
Nissan,Qashqai,5650,198000,M,4/5,0,78,1461.0,diesel,0,GR,2,0,SUV,4,F,12,Asian
Hyundai,Tucson,3750,192000,M,4/5,0,82,1991.0,diesel,0,VAR,4,0,SUV,3,4x4,16,Asian
Citroen,DS4,11495,89000,M,4/5,0,110,1997.0,diesel,0,VAR,4,0,HB,6,F,4,French
Audi,Q5,13650,206000,M,4/5,0,125,1986.0,diesel,1,GR,4,0,SUV,4,4x4,11,German
